what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317541431718
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317541542397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317541573501
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317541576479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317541584782
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317541589707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317541603022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317541871997
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317541888152
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317542027301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317542064690
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317542128843
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317542130030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317542132131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317542237214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317542246712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317542256532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317542437293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317542440391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317542575751
